LCLid,stdorToU,datetime,KWH/hh
MAC000002,Std,2013-04-18 02:30:00,0.179
MAC000002,Std,2013-04-30 03:30:00,0.085
MAC000002,Std,2013-07-03 04:30:00,0.103
MAC000002,Std,2013-07-04 12:00:00,0.266
MAC000002,Std,2013-08-09 12:00:00,0.147
MAC000003,Std,2012-04-12 17:00:00,0.141
MAC000003,Std,2012-05-08 10:00:00,0.145
MAC000003,Std,2012-05-18 09:00:00,0.21
MAC000003,Std,2012-06-26 15:00:00,0.086
MAC000003,Std,2012-10-13 21:00:00,0.201
MAC000003,Std,2012-11-14 23:00:00,0.206
MAC000003,Std,2013-02-01 13:00:00,0.285
MAC000003,Std,2013-02-25 19:30:00,0.256
MAC000003,Std,2013-07-11 04:30:00,0.096
MAC000003,Std,2013-08-05 08:00:00,0.141
MAC000003,Std,2013-08-27 05:30:00,0.307
MAC000003,Std,2013-08-30 15:30:00,0.095
MAC000003,Std,2013-09-06 19:30:00,0.132
MAC000003,Std,2013-10-24 02:30:00,0.039
MAC000003,Std,2013-10-28 20:30:00,0.15
MAC000003,Std,2013-11-06 17:00:00,0.217
MAC000003,Std,2013-12-03 19:30:00,0.286
MAC000004,Std,2012-06-05 17:00:00,0.0
MAC000004,Std,2012-06-30 11:00:00,0.0
MAC000004,Std,2012-09-08 01:30:00,0.175
MAC000004,Std,2013-01-14 04:00:00,0.0
MAC000004,Std,2013-02-12 00:30:00,0.0
MAC000004,Std,2013-07-25 22:00:00,0.0
MAC000004,Std,2013-07-28 11:30:00,0.0
MAC000004,Std,2013-08-05 06:00:00,0.0
MAC000004,Std,2013-08-12 12:30:00,0.0
MAC000004,Std,2013-09-13 01:00:00,0.0
MAC000004,Std,2014-02-22 16:30:00,0.158
MAC000004,Std,2014-02-25 18:30:00,0.0
MAC000006,Std,2012-04-14 21:00:00,0.037
MAC000006,Std,2012-06-01 01:00:00,0.056
MAC000006,Std,2012-06-05 11:00:00,0.031
MAC000006,Std,2012-07-13 03:30:00,0.034
MAC000006,Std,2012-10-22 21:00:00,0.036
MAC000006,Std,2012-11-26 01:30:00,0.014
MAC000006,Std,2012-12-09 08:00:00,0.084
MAC000006,Std,2012-12-27 04:00:00,0.0
MAC000006,Std,2013-01-24 12:30:00,0.073
MAC000006,Std,2013-01-27 00:00:00,0.043
MAC000006,Std,2013-06-30 01:00:00,0.053
MAC000006,Std,2013-07-28 10:00:00,0.019
MAC000006,Std,2013-08-06 09:00:00,0.092
MAC000006,Std,2013-08-10 21:30:00,0.063
MAC000006,Std,2013-08-23 01:00:00,0.001
MAC000006,Std,2013-10-18 01:30:00,0.026
MAC000007,Std,2013-06-25 13:30:00,0.093
MAC000007,Std,2013-08-03 21:00:00,0.322
MAC000007,Std,2013-08-08 21:00:00,0.362
MAC000007,Std,2013-09-12 04:30:00,0.111
MAC000007,Std,2013-09-25 15:30:00,0.049
MAC000007,Std,2013-10-09 20:30:00,0.155
MAC000007,Std,2013-11-21 22:00:00,0.212
MAC000008,Std,2012-07-16 15:00:00,0.179
MAC000008,Std,2012-08-01 17:30:00,0.279
MAC000008,Std,2012-10-07 23:00:00,0.278
MAC000008,Std,2012-10-09 22:30:00,0.306
MAC000008,Std,2013-01-05 23:30:00,0.347
MAC000008,Std,2013-05-19 02:00:00,0.238
MAC000008,Std,2013-07-08 12:30:00,0.431
MAC000008,Std,2013-09-01 17:00:00,0.59
MAC000009,Std,2013-01-07 10:00:00,0.649
MAC000009,Std,2013-01-19 19:00:00,0.262
MAC000009,Std,2013-07-02 04:30:00,0.072
MAC000009,Std,2013-08-01 06:30:00,0.071
MAC000009,Std,2013-09-17 04:30:00,0.041
MAC000009,Std,2013-10-31 04:30:00,0.066
MAC000009,Std,2014-01-03 08:30:00,0.327
MAC000010,Std,2012-11-13 09:30:00,0.561
MAC000010,Std,2012-12-10 06:30:00,0.453
MAC000010,Std,2012-12-27 15:30:00,2.023
MAC000010,Std,2013-04-17 17:00:00,0.604
MAC000010,Std,2013-04-30 20:30:00,1.469
MAC000010,Std,2013-10-06 13:30:00,1.332
MAC000010,Std,2014-01-30 16:30:00,0.467
MAC000011,Std,2013-02-23 04:00:00,0.09
MAC000011,Std,2013-04-27 10:30:00,0.325
MAC000011,Std,2013-04-27 20:00:00,0.381
MAC000011,Std,2013-06-13 07:30:00,0.136
MAC000011,Std,2013-08-22 05:00:00,0.129
MAC000011,Std,2013-12-18 08:30:00,0.348
MAC000011,Std,2014-02-07 01:00:00,0.135
MAC000012,Std,2013-04-14 15:00:00,0.062
MAC000012,Std,2013-07-24 13:30:00,0.05
MAC000012,Std,2013-11-10 05:30:00,0.011
MAC000012,Std,2014-02-15 04:00:00,0.0
MAC000013,Std,2012-06-29 14:00:00,0.195
MAC000013,Std,2012-11-04 03:00:00,0.113
MAC000013,Std,2012-12-09 12:30:00,0.032
MAC000013,Std,2013-01-16 14:00:00,0.117
MAC000013,Std,2013-05-05 03:30:00,0.106
MAC000013,Std,2013-06-08 07:30:00,0.063
MAC000013,Std,2013-06-22 14:00:00,0.046
MAC000013,Std,2013-09-09 15:30:00,0.126
MAC000013,Std,2013-09-29 18:30:00,0.1
MAC000016,Std,2012-01-10 17:00:00,0.183
MAC000016,Std,2012-02-06 18:00:00,0.056
MAC000016,Std,2012-02-09 16:00:00,0.051
MAC000016,Std,2012-02-28 08:30:00,0.014
MAC000016,Std,2012-07-09 00:00:00,0.01
MAC000016,Std,2012-08-20 09:30:00,0.001
MAC000016,Std,2012-08-31 11:00:00,0.0
MAC000016,Std,2012-10-01 13:00:00,0.0
MAC000016,Std,2012-10-11 08:30:00,0.0
MAC000016,Std,2012-12-03 20:00:00,0.003
MAC000016,Std,2012-12-26 03:30:00,0.0
MAC000016,Std,2013-01-05 13:00:00,0.012
MAC000016,Std,2013-01-05 19:00:00,0.02
MAC000018,Std,2012-01-22 06:30:00,0.137
MAC000018,Std,2012-01-23 06:30:00,0.137
MAC000018,Std,2012-03-11 16:00:00,0.253
MAC000018,Std,2012-04-17 02:00:00,0.3
MAC000018,Std,2012-06-14 04:00:00,0.124
MAC000018,Std,2013-04-17 05:00:00,0.224
MAC000018,Std,2014-01-11 20:30:00,0.111
MAC000019,Std,2011-12-18 06:00:00,0.087
MAC000019,Std,2012-06-13 17:00:00,0.529
MAC000019,Std,2013-02-09 05:00:00,0.032
MAC000019,Std,2013-02-26 10:30:00,0.089
MAC000019,Std,2013-08-21 05:30:00,0.075
MAC000019,Std,2013-09-16 15:00:00,0.161
MAC000019,Std,2014-01-15 12:30:00,0.888
MAC000020,Std,2012-03-20 10:30:00,0.344
MAC000020,Std,2012-09-17 22:30:00,0.084
MAC000020,Std,2012-11-23 05:00:00,0.054
MAC000020,Std,2013-01-31 10:30:00,0.146
MAC000020,Std,2013-03-19 15:30:00,0.045
MAC000020,Std,2013-11-21 19:00:00,0.193
MAC000020,Std,2013-12-24 11:00:00,0.137
MAC000021,Std,2012-01-24 21:00:00,0.707
MAC000021,Std,2012-03-04 14:00:00,0.354
MAC000021,Std,2012-05-24 22:30:00,0.438
MAC000021,Std,2012-07-26 08:00:00,0.214
MAC000021,Std,2012-09-01 02:00:00,0.354
MAC000021,Std,2013-03-18 16:30:00,1.109
MAC000021,Std,2013-04-23 17:30:00,0.399
MAC000021,Std,2013-07-01 14:00:00,0.508
MAC000021,Std,2013-07-20 14:00:00,0.167
MAC000021,Std,2013-08-21 21:00:00,0.364
MAC000021,Std,2013-08-28 07:30:00,0.472
MAC000021,Std,2013-11-21 22:00:00,0.452
MAC000021,Std,2013-12-12 22:30:00,0.539
MAC000021,Std,2013-12-18 05:00:00,0.419
MAC000021,Std,2014-02-26 21:30:00,0.889
MAC000022,Std,2012-01-28 07:00:00,0.423
MAC000022,Std,2012-02-03 23:00:00,0.563
MAC000022,Std,2012-02-15 18:00:00,0.59
MAC000022,Std,2012-02-19 08:00:00,0.173
MAC000022,Std,2012-05-23 04:30:00,0.04
MAC000022,Std,2012-07-26 14:30:00,0.191
MAC000022,Std,2013-05-04 01:00:00,0.185
MAC000022,Std,2013-06-25 00:00:00,0.185
MAC000022,Std,2013-06-30 02:00:00,0.037
MAC000022,Std,2013-08-24 14:00:00,0.102
MAC000022,Std,2013-08-29 00:30:00,0.154
MAC000022,Std,2013-08-31 07:00:00,0.035
MAC000022,Std,2013-11-02 19:00:00,0.294
MAC000023,Std,2012-02-13 22:30:00,0.361
MAC000023,Std,2012-02-14 20:30:00,0.692
MAC000023,Std,2012-07-12 11:30:00,0.106
MAC000023,Std,2012-08-11 16:30:00,0.179
MAC000023,Std,2012-09-29 20:30:00,0.112
MAC000023,Std,2013-03-03 01:00:00,0.062
MAC000023,Std,2013-08-27 10:30:00,0.141
MAC000023,Std,2013-09-24 00:30:00,0.112
MAC000023,Std,2013-09-27 23:00:00,1.275
MAC000023,Std,2013-11-20 12:30:00,0.324
MAC000023,Std,2013-12-13 20:30:00,0.18
MAC000023,Std,2013-12-27 13:30:00,0.046
MAC000023,Std,2014-02-25 09:00:00,0.124
MAC000024,Std,2012-02-18 23:00:00,1.275
MAC000024,Std,2012-04-26 06:00:00,0.341
MAC000024,Std,2012-10-17 11:00:00,0.319
MAC000024,Std,2012-11-22 19:00:00,1.012
MAC000024,Std,2012-12-20 17:30:00,0.276
MAC000024,Std,2013-01-05 00:30:00,3.1949999
MAC000024,Std,2013-02-02 15:00:00,1.577
MAC000024,Std,2013-07-07 22:30:00,0.035
MAC000024,Std,2014-01-09 16:00:00,0.141
MAC000024,Std,2014-01-15 18:30:00,0.117
MAC000024,Std,2014-01-23 18:00:00,0.138
MAC000024,Std,2014-02-07 03:00:00,0.284
MAC000025,Std,2012-01-22 13:00:00,0.004
MAC000025,Std,2012-01-24 11:00:00,0.024
MAC000025,Std,2012-01-30 10:00:00,0.024
MAC000025,Std,2012-03-07 03:30:00,0.027
MAC000025,Std,2012-03-14 13:00:00,0.43
MAC000025,Std,2012-07-19 00:30:00,0.005
MAC000025,Std,2012-08-05 10:00:00,0.008
MAC000025,Std,2012-10-28 10:30:00,0.042
MAC000025,Std,2012-11-23 02:30:00,0.023
MAC000025,Std,2013-01-17 02:30:00,0.006
MAC000025,Std,2013-02-15 21:30:00,0.006
MAC000025,Std,2013-03-11 21:30:00,0.02
MAC000025,Std,2013-04-12 01:00:00,0.022
MAC000025,Std,2013-05-10 14:00:00,0.013
MAC000025,Std,2013-07-04 00:30:00,0.007
MAC000025,Std,2013-09-21 05:30:00,0.033
MAC000025,Std,2013-11-04 22:00:00,0.007
MAC000025,Std,2014-01-18 07:30:00,0.021
MAC000026,Std,2012-04-24 15:30:00,0.133
MAC000026,Std,2012-05-19 08:00:00,0.178
MAC000026,Std,2012-06-24 14:30:00,0.156
MAC000026,Std,2012-09-02 06:00:00,0.131
MAC000026,Std,2012-12-08 04:30:00,0.13
MAC000026,Std,2013-04-07 18:00:00,0.121
MAC000026,Std,2013-07-09 12:00:00,0.157
MAC000027,Std,2011-12-13 12:00:00,0.139
MAC000027,Std,2011-12-31 21:00:00,0.193
MAC000027,Std,2012-02-22 10:30:00,0.158
MAC000027,Std,2012-07-17 11:30:00,0.085
MAC000027,Std,2012-11-26 14:30:00,0.188
MAC000027,Std,2013-01-07 20:00:00,0.134
MAC000027,Std,2013-05-08 11:00:00,0.146
MAC000027,Std,2013-05-27 12:00:00,0.248
MAC000027,Std,2013-07-07 21:30:00,0.212
MAC000027,Std,2013-09-12 01:30:00,0.044
MAC000027,Std,2013-10-12 20:30:00,0.17
MAC000027,Std,2014-01-29 06:00:00,0.091
MAC000028,Std,2012-12-29 19:00:00,0.13
MAC000028,Std,2013-01-25 12:30:00,0.16
MAC000028,Std,2013-03-07 20:00:00,0.106
MAC000028,Std,2013-06-07 23:00:00,0.007
MAC000028,Std,2013-08-09 05:30:00,0.014
MAC000029,Std,2011-12-09 06:00:00,0.125
MAC000029,Std,2011-12-20 10:30:00,0.054
MAC000029,Std,2012-02-20 10:00:00,0.058
MAC000029,Std,2012-03-04 12:00:00,0.032
MAC000029,Std,2012-08-23 19:00:00,0.048
MAC000029,Std,2013-01-02 15:00:00,0.059
MAC000029,Std,2013-05-05 03:00:00,0.011
MAC000029,Std,2013-06-06 01:00:00,0.066
MAC000029,Std,2013-08-11 21:00:00,0.03
MAC000029,Std,2013-09-09 13:30:00,0.059
MAC000029,Std,2013-12-10 23:00:00,0.016
MAC000029,Std,2014-02-10 02:00:00,0.055
MAC000030,Std,2012-10-23 09:00:00,0.327
MAC000030,Std,2012-11-11 02:00:00,0.061
MAC000030,Std,2012-11-20 22:00:00,0.166
MAC000030,Std,2012-11-23 10:30:00,0.102
MAC000030,Std,2012-12-03 19:30:00,0.293
MAC000030,Std,2012-12-12 13:30:00,0.243
MAC000030,Std,2013-04-17 21:30:00,0.162
MAC000032,Std,2011-12-13 22:00:00,0.113
MAC000032,Std,2011-12-18 19:00:00,0.092
MAC000032,Std,2012-01-28 04:00:00,1.4400001
MAC000032,Std,2012-04-12 06:30:00,0.082
MAC000032,Std,2012-05-03 00:30:00,1.429
MAC000032,Std,2012-09-06 05:00:00,0.105
MAC000032,Std,2012-11-27 11:30:00,0.53
MAC000032,Std,2013-02-17 15:30:00,0.07
MAC000032,Std,2013-05-15 10:30:00,0.043
MAC000032,Std,2013-06-10 08:00:00,0.014
MAC000032,Std,2013-09-12 12:00:00,0.004
MAC000032,Std,2013-09-23 20:00:00,0.043
MAC000032,Std,2013-12-19 19:30:00,0.074
MAC000032,Std,2014-01-25 05:00:00,0.0
MAC000033,Std,2012-02-14 06:00:00,0.097
MAC000033,Std,2012-03-18 11:30:00,0.104
MAC000033,Std,2012-09-09 18:30:00,0.208
MAC000033,Std,2012-11-15 14:30:00,0.157
MAC000033,Std,2012-12-06 17:30:00,0.069
MAC000033,Std,2013-02-26 20:00:00,0.213
MAC000033,Std,2013-05-04 11:00:00,0.111
MAC000033,Std,2013-05-18 11:30:00,0.034
MAC000033,Std,2013-05-20 06:00:00,0.196
MAC000033,Std,2013-06-10 04:30:00,0.106
MAC000033,Std,2013-08-24 00:00:00,0.222
MAC000033,Std,2013-10-27 01:30:00,0.066
MAC000033,Std,2014-02-02 07:30:00,0.063
MAC000033,Std,2014-02-05 11:00:00,0.154
MAC000034,Std,2011-12-30 09:30:00,0.101
MAC000034,Std,2012-01-17 14:00:00,0.168
MAC000034,Std,2012-05-12 15:00:00,0.05
MAC000034,Std,2012-06-18 06:30:00,0.092
MAC000034,Std,2012-06-18 07:00:00,0.073
MAC000034,Std,2012-09-09 00:00:00,0.269
MAC000034,Std,2013-01-31 14:00:00,0.048
MAC000034,Std,2013-03-10 07:30:00,0.098
MAC000034,Std,2013-03-25 02:30:00,4.539
MAC000034,Std,2013-04-01 19:30:00,0.166
MAC000034,Std,2013-04-03 03:00:00,3.7939999
MAC000034,Std,2013-04-03 19:00:00,0.042
MAC000034,Std,2013-07-22 20:00:00,0.151
MAC000034,Std,2013-09-19 18:00:00,0.148
MAC000034,Std,2013-11-09 15:00:00,0.554
MAC000034,Std,2014-02-03 18:30:00,0.219
MAC000035,Std,2011-12-29 11:00:00,1.331
MAC000035,Std,2012-03-14 06:30:00,0.23
MAC000035,Std,2012-07-14 23:00:00,0.207
MAC000035,Std,2013-04-07 09:00:00,0.531
MAC000035,Std,2013-06-27 21:00:00,0.232
MAC000035,Std,2013-07-20 08:00:00,0.14
MAC000035,Std,2013-08-01 11:30:00,0.553
MAC000035,Std,2013-12-02 10:00:00,0.285
MAC000035,Std,2014-02-15 15:30:00,0.545
MAC000036,Std,2012-02-18 01:00:00,0.032
MAC000036,Std,2012-10-30 17:30:00,0.198
MAC000036,Std,2013-01-05 23:30:00,0.006
MAC000036,Std,2013-05-14 13:00:00,0.044
MAC000036,Std,2013-06-26 17:00:00,0.098
MAC000036,Std,2013-09-01 22:30:00,0.057
MAC000037,Std,2012-01-22 17:30:00,0.0
MAC000037,Std,2012-05-19 22:00:00,0.0
MAC000037,Std,2012-10-13 23:00:00,0.0
MAC000037,Std,2013-04-05 17:00:00,0.0
MAC000037,Std,2013-07-20 17:00:00,0.0
MAC000037,Std,2013-08-12 19:00:00,0.0
MAC000037,Std,2013-12-25 22:00:00,0.0
MAC000037,Std,2014-02-15 18:00:00,0.0
MAC000037,Std,2014-02-20 23:30:00,0.0
MAC000038,Std,2012-08-28 01:30:00,0.064
MAC000038,Std,2012-10-28 16:30:00,0.176
MAC000038,Std,2012-11-04 07:00:00,0.096
MAC000038,Std,2013-07-08 13:00:00,0.154
MAC000038,Std,2013-07-17 11:30:00,0.11
MAC000038,Std,2013-10-15 02:30:00,0.095
MAC000038,Std,2013-10-29 11:30:00,0.201
MAC000038,Std,2013-11-01 15:30:00,0.563
MAC000038,Std,2013-12-09 09:00:00,0.226
MAC000038,Std,2013-12-29 16:00:00,0.317
MAC000039,Std,2012-01-28 07:00:00,0.044
MAC000039,Std,2012-02-03 11:30:00,0.781
MAC000039,Std,2012-04-15 00:30:00,0.059
MAC000039,Std,2012-05-22 05:00:00,0.081
MAC000039,Std,2012-05-29 15:00:00,0.112
MAC000039,Std,2012-06-01 14:30:00,0.152
MAC000039,Std,2012-10-10 19:00:00,0.843
MAC000039,Std,2012-10-28 16:00:00,0.129
MAC000039,Std,2012-12-21 00:30:00,0.154
MAC000039,Std,2013-03-18 07:30:00,0.114
MAC000039,Std,2013-03-29 07:30:00,0.044
MAC000039,Std,2013-04-18 03:00:00,0.094
MAC000039,Std,2013-04-21 19:30:00,0.558
MAC000039,Std,2013-09-30 02:30:00,0.081
MAC000040,Std,2011-12-22 06:30:00,0.197
MAC000040,Std,2011-12-31 22:30:00,0.477
MAC000040,Std,2012-01-02 22:00:00,0.706
MAC000040,Std,2012-05-20 18:00:00,0.332
MAC000040,Std,2012-06-05 13:30:00,0.247
MAC000040,Std,2012-10-16 01:30:00,0.208
MAC000040,Std,2012-12-04 05:30:00,0.274
MAC000040,Std,2013-02-23 20:30:00,0.744
MAC000040,Std,2013-03-28 15:00:00,0.376
MAC000040,Std,2013-04-28 08:30:00,0.413
MAC000040,Std,2013-09-11 22:30:00,0.434
MAC000040,Std,2013-10-03 13:30:00,0.507
MAC000040,Std,2014-01-23 07:30:00,0.925
MAC000040,Std,2014-02-01 14:00:00,0.442
MAC000041,Std,2012-01-09 17:30:00,0.062
MAC000041,Std,2012-03-22 02:30:00,0.031
MAC000041,Std,2012-05-31 15:30:00,0.059
MAC000041,Std,2012-10-25 15:00:00,0.175
MAC000041,Std,2012-11-13 08:00:00,0.056
MAC000041,Std,2013-03-10 08:00:00,0.017
MAC000041,Std,2013-07-12 21:00:00,0.174
MAC000041,Std,2013-09-23 02:30:00,0.048
MAC000041,Std,2013-10-13 04:30:00,0.092
MAC000041,Std,2014-02-08 20:30:00,0.884
MAC000042,Std,2012-02-03 03:00:00,0.064
MAC000042,Std,2012-05-21 04:00:00,0.182
MAC000042,Std,2013-03-04 19:00:00,0.339
MAC000042,Std,2013-06-14 22:30:00,0.064
MAC000042,Std,2013-11-04 18:00:00,0.481
MAC000042,Std,2014-01-21 15:00:00,0.0
MAC000043,Std,2012-01-13 08:00:00,0.089
MAC000043,Std,2012-03-24 16:30:00,0.032
MAC000043,Std,2012-05-30 14:00:00,0.017
MAC000043,Std,2012-06-13 21:00:00,0.102
MAC000043,Std,2013-01-15 04:30:00,0.282
MAC000043,Std,2013-03-04 19:00:00,0.077
MAC000043,Std,2013-03-26 20:30:00,0.302
MAC000043,Std,2013-04-19 08:00:00,0.055
MAC000043,Std,2013-04-21 04:00:00,0.039
MAC000043,Std,2013-11-18 17:30:00,0.075
MAC000045,Std,2012-08-14 18:00:00,0.22
MAC000045,Std,2012-08-20 08:30:00,0.361
MAC000045,Std,2013-05-01 16:00:00,0.583
MAC000045,Std,2013-08-02 21:00:00,0.202
MAC000045,Std,2013-08-10 07:30:00,0.201
MAC000045,Std,2013-09-01 21:00:00,0.174
MAC000045,Std,2013-12-10 22:00:00,0.248
MAC000045,Std,2013-12-25 04:00:00,0.504
MAC000045,Std,2014-01-22 18:00:00,0.291
MAC000047,Std,2012-03-11 20:30:00,0.155
MAC000047,Std,2012-06-04 12:00:00,0.157
MAC000047,Std,2012-06-07 05:30:00,0.116
MAC000047,Std,2012-08-10 04:00:00,0.065
MAC000047,Std,2012-08-23 11:30:00,0.078
MAC000047,Std,2012-10-05 12:00:00,0.066
MAC000047,Std,2012-11-15 08:00:00,0.196
MAC000047,Std,2012-12-13 22:00:00,0.051
MAC000047,Std,2013-02-12 04:30:00,0.045
MAC000047,Std,2013-03-14 20:30:00,0.178
MAC000047,Std,2013-08-11 04:00:00,0.07
MAC000047,Std,2013-10-13 02:00:00,0.049
MAC000047,Std,2013-11-05 19:30:00,0.158
MAC000047,Std,2013-11-13 07:30:00,0.044
MAC000047,Std,2014-01-09 01:30:00,0.049
MAC000049,Std,2012-02-16 23:00:00,0.983
MAC000049,Std,2012-03-02 06:30:00,0.243
MAC000049,Std,2012-03-03 13:00:00,1.734
MAC000049,Std,2012-06-14 21:30:00,1.2410001
MAC000049,Std,2012-07-01 14:00:00,1.967
MAC000049,Std,2012-07-06 07:00:00,0.238
MAC000049,Std,2013-08-24 03:30:00,0.272
MAC000049,Std,2013-08-30 05:00:00,0.211
MAC000049,Std,2014-02-13 23:00:00,0.919
MAC000050,Std,2012-01-09 22:00:00,1.131
MAC000050,Std,2012-05-19 13:00:00,0.674
MAC000050,Std,2012-05-27 18:30:00,0.96
MAC000050,Std,2012-06-11 01:00:00,0.094
MAC000050,Std,2012-06-21 10:30:00,0.677
MAC000050,Std,2012-08-26 16:30:00,0.305
MAC000050,Std,2012-11-08 00:00:00,0.123
MAC000050,Std,2012-12-02 11:30:00,0.172
MAC000050,Std,2012-12-30 01:00:00,0.337
MAC000050,Std,2013-02-16 22:30:00,0.743
MAC000050,Std,2013-02-17 15:00:00,0.988
MAC000053,Std,2012-02-04 09:30:00,0.111
MAC000053,Std,2012-08-11 06:30:00,0.067
MAC000053,Std,2012-08-30 17:00:00,0.087
MAC000053,Std,2012-09-12 05:30:00,0.075
MAC000053,Std,2013-07-23 03:30:00,0.124
MAC000053,Std,2013-08-14 14:30:00,0.15
MAC000053,Std,2014-01-09 20:30:00,0.219
MAC000053,Std,2014-02-20 06:00:00,0.05
MAC000054,Std,2012-03-26 18:00:00,0.264
MAC000054,Std,2012-04-14 07:30:00,0.089
MAC000054,Std,2012-08-28 18:00:00,0.218
MAC000054,Std,2012-08-29 08:30:00,0.176
MAC000054,Std,2012-10-19 23:00:00,0.255
MAC000054,Std,2013-01-13 15:30:00,0.292
MAC000054,Std,2013-06-22 05:30:00,0.076
MAC000054,Std,2013-09-13 23:30:00,0.148
MAC000054,Std,2014-01-08 00:30:00,0.288
MAC000055,Std,2012-01-30 08:30:00,0.308
MAC000055,Std,2012-02-18 23:30:00,0.244
MAC000055,Std,2012-04-06 19:30:00,1.76
MAC000055,Std,2012-07-27 19:30:00,0.49
MAC000055,Std,2012-12-30 10:30:00,0.183
MAC000055,Std,2013-03-11 18:30:00,0.662
MAC000055,Std,2013-04-07 12:00:00,1.716
MAC000055,Std,2013-04-22 08:30:00,0.278
MAC000055,Std,2014-02-02 02:30:00,0.122
MAC000055,Std,2014-02-05 05:00:00,0.117
MAC000056,Std,2012-02-25 00:00:00,0.146
MAC000056,Std,2012-04-13 16:30:00,0.184
MAC000056,Std,2012-04-16 02:00:00,0.0
MAC000056,Std,2012-05-08 17:30:00,0.1
MAC000056,Std,2012-09-19 15:00:00,0.219
MAC000056,Std,2013-03-02 15:00:00,0.191
MAC000056,Std,2013-04-13 15:00:00,0.148
MAC000056,Std,2013-04-20 09:00:00,0.157
MAC000056,Std,2013-05-03 04:00:00,0.059
MAC000056,Std,2013-06-17 15:30:00,0.184
MAC000056,Std,2013-06-28 19:00:00,0.1
MAC000056,Std,2013-09-26 09:30:00,0.245
MAC000056,Std,2013-12-10 17:30:00,0.175
MAC000057,Std,2012-03-07 22:30:00,0.089
MAC000057,Std,2012-03-08 11:30:00,0.219
MAC000057,Std,2012-04-24 22:30:00,0.1
MAC000057,Std,2012-06-19 23:00:00,0.284
MAC000057,Std,2012-07-07 03:00:00,0.104
MAC000057,Std,2012-12-13 11:00:00,0.384
MAC000057,Std,2013-01-04 02:00:00,0.121
MAC000057,Std,2013-01-13 06:30:00,0.137
MAC000057,Std,2013-03-21 14:00:00,0.136
MAC000057,Std,2013-05-04 10:30:00,0.109
MAC000057,Std,2013-07-01 08:30:00,0.187
MAC000057,Std,2013-07-28 01:00:00,0.075
MAC000057,Std,2013-09-03 13:00:00,0.078
MAC000057,Std,2013-09-05 07:30:00,0.076
MAC000057,Std,2013-12-03 06:30:00,0.185
MAC000058,Std,2011-12-14 12:30:00,0.032
MAC000058,Std,2012-03-29 22:00:00,0.051
MAC000058,Std,2012-07-08 20:30:00,0.109
MAC000058,Std,2012-07-15 05:30:00,0.035
MAC000058,Std,2012-11-18 20:00:00,0.116
MAC000058,Std,2013-01-19 02:30:00,0.017
MAC000058,Std,2013-03-17 22:30:00,0.04
MAC000058,Std,2013-04-14 10:00:00,0.016
MAC000058,Std,2013-07-26 16:30:00,0.172
MAC000058,Std,2013-08-29 09:30:00,0.08
MAC000058,Std,2013-12-09 11:00:00,0.077
MAC000059,Std,2011-12-20 04:00:00,0.179
MAC000059,Std,2012-02-12 11:00:00,0.266
MAC000059,Std,2012-03-23 07:30:00,0.24
MAC000059,Std,2012-05-05 18:30:00,0.898
MAC000059,Std,2012-05-14 14:00:00,0.458
MAC000059,Std,2012-08-04 06:00:00,0.251
MAC000059,Std,2013-02-07 13:00:00,0.334
MAC000059,Std,2013-05-17 22:00:00,0.374
MAC000059,Std,2013-07-02 20:00:00,0.395
MAC000059,Std,2013-08-01 04:00:00,0.193
MAC000059,Std,2013-10-01 12:30:00,0.438
MAC000059,Std,2013-12-04 21:00:00,0.479
MAC000059,Std,2013-12-15 02:00:00,0.217
MAC000059,Std,2014-01-27 02:00:00,0.251
MAC000060,Std,2013-01-07 00:30:00,0.053
MAC000060,Std,2013-02-18 17:00:00,0.317
MAC000060,Std,2013-03-12 10:30:00,1.142
MAC000060,Std,2013-04-25 21:00:00,0.375
MAC000060,Std,2013-06-09 23:30:00,0.222
MAC000060,Std,2013-07-20 12:30:00,0.162
MAC000060,Std,2013-07-31 07:00:00,0.135
MAC000060,Std,2013-09-01 10:00:00,0.302
MAC000060,Std,2013-11-17 21:00:00,0.381
MAC000060,Std,2013-11-22 05:00:00,0.058
MAC000060,Std,2014-01-23 13:00:00,0.111
MAC000060,Std,2014-01-27 04:00:00,0.057
MAC000060,Std,2014-02-22 15:00:00,0.156
MAC000061,Std,2011-12-19 14:00:00,0.05
MAC000061,Std,2012-01-18 04:30:00,0.004
MAC000061,Std,2012-03-18 20:30:00,0.326
MAC000061,Std,2012-08-18 08:00:00,0.072
MAC000061,Std,2012-09-17 10:00:00,0.196
MAC000061,Std,2012-10-23 10:30:00,0.077
MAC000061,Std,2012-10-25 04:30:00,0.056
MAC000061,Std,2012-10-28 09:30:00,0.127
MAC000061,Std,2013-04-07 04:00:00,0.08
MAC000061,Std,2013-04-10 07:30:00,0.065
MAC000061,Std,2013-05-16 09:00:00,0.015
MAC000061,Std,2013-07-24 14:30:00,0.086
MAC000061,Std,2013-08-30 17:30:00,0.398
MAC000061,Std,2013-10-27 20:00:00,0.198
MAC000061,Std,2014-01-02 22:00:00,0.201
MAC000061,Std,2014-01-29 17:00:00,0.196
MAC000061,Std,2014-02-25 07:00:00,0.047
MAC000062,Std,2012-01-21 15:00:00,0.601
MAC000062,Std,2012-01-29 13:00:00,0.34
MAC000062,Std,2012-04-11 00:00:00,0.193
MAC000062,Std,2012-04-14 10:00:00,0.26
