LCLid,stdorToU,datetime,KWH/hh
MAC001747,Std,2012-09-02 18:00:00,0.316
MAC001747,Std,2012-11-21 21:00:00,0.162
MAC001747,Std,2013-01-06 17:00:00,0.184
MAC001747,Std,2013-01-07 04:00:00,0.063
MAC001747,Std,2013-01-24 13:30:00,0.198
MAC001747,Std,2013-02-20 13:30:00,0.389
MAC001747,Std,2013-03-17 13:30:00,0.266
MAC001747,Std,2013-09-04 03:30:00,0.152
MAC001747,Std,2013-10-13 01:30:00,0.103
MAC001747,Std,2013-12-02 21:00:00,0.302
MAC001747,Std,2013-12-15 23:00:00,0.614
MAC001747,Std,2014-01-10 14:30:00,0.555
MAC001747,Std,2014-02-09 01:00:00,0.302
MAC001748,Std,2012-09-14 05:00:00,0.066
MAC001748,Std,2012-09-29 20:00:00,0.177
MAC001748,Std,2013-01-25 14:00:00,0.085
MAC001749,Std,2012-07-30 17:00:00,0.16
MAC001749,Std,2012-11-09 05:30:00,0.17
MAC001749,Std,2013-02-10 06:00:00,0.136
MAC001749,Std,2013-03-10 03:00:00,0.214
MAC001749,Std,2013-04-05 04:00:00,0.128
MAC001749,Std,2013-04-26 04:00:00,0.167
MAC001749,Std,2013-07-08 16:00:00,0.184
MAC001749,Std,2013-07-23 12:30:00,0.186
MAC001749,Std,2013-10-06 14:00:00,0.178
MAC001749,Std,2013-10-07 18:00:00,1.013
MAC001749,Std,2013-12-18 08:00:00,0.164
MAC001749,Std,2013-12-21 18:30:00,1.4119999
MAC001749,Std,2013-12-22 03:00:00,0.146
MAC001751,Std,2012-06-11 20:30:00,0.728
MAC001751,Std,2012-08-11 00:00:00,0.059
MAC001751,Std,2012-09-24 02:30:00,0.032
MAC001751,Std,2012-11-11 07:00:00,0.041
MAC001751,Std,2012-11-19 20:00:00,0.453
MAC001751,Std,2012-12-28 20:00:00,0.386
MAC001751,Std,2012-12-29 12:30:00,0.23
MAC001751,Std,2013-04-24 17:00:00,0.2
MAC001751,Std,2013-05-12 09:30:00,0.528
MAC001751,Std,2013-07-07 06:00:00,0.04
MAC001751,Std,2013-08-21 23:30:00,0.069
MAC001751,Std,2014-02-23 18:00:00,0.366
MAC001752,Std,2012-10-03 01:30:00,0.066
MAC001752,Std,2012-10-27 20:00:00,0.358
MAC001752,Std,2013-03-20 22:30:00,0.325
MAC001752,Std,2013-04-20 16:00:00,0.176
MAC001752,Std,2013-10-09 03:00:00,0.089
MAC001752,Std,2014-01-25 01:30:00,0.363
MAC001753,Std,2012-06-07 08:00:00,2.023
MAC001753,Std,2012-07-06 13:30:00,0.553
MAC001753,Std,2012-11-01 17:00:00,0.24
MAC001753,Std,2013-01-11 23:30:00,0.892
MAC001753,Std,2013-01-16 00:30:00,0.11
MAC001753,Std,2013-04-15 02:30:00,0.037
MAC001753,Std,2013-05-21 12:30:00,0.07
MAC001753,Std,2013-06-14 15:00:00,0.105
MAC001753,Std,2013-06-22 07:30:00,0.144
MAC001753,Std,2013-09-05 15:30:00,0.253
MAC001753,Std,2013-09-17 17:00:00,0.094
MAC001753,Std,2013-10-07 20:30:00,0.307
MAC001753,Std,2013-11-05 13:30:00,0.085
MAC001753,Std,2013-12-29 10:30:00,0.756
MAC001754,Std,2012-08-29 11:00:00,0.051
MAC001754,Std,2012-10-06 19:00:00,0.068
MAC001754,Std,2012-11-02 01:00:00,0.085
MAC001754,Std,2013-01-29 02:30:00,0.075
MAC001754,Std,2013-04-30 20:00:00,0.831
MAC001754,Std,2013-09-20 20:00:00,0.07
MAC001754,Std,2013-10-12 22:00:00,0.074
MAC001754,Std,2013-11-17 23:00:00,0.028
MAC001757,Std,2012-12-20 10:30:00,0.21
MAC001757,Std,2013-09-03 13:00:00,0.096
MAC001758,Std,2012-06-22 11:30:00,0.27
MAC001758,Std,2012-08-10 08:00:00,0.841
MAC001758,Std,2012-10-23 09:30:00,0.196
MAC001758,Std,2013-01-30 12:00:00,0.148
MAC001758,Std,2013-03-01 03:00:00,0.772
MAC001758,Std,2013-04-12 04:30:00,0.095
MAC001758,Std,2013-06-13 21:00:00,0.102
MAC001758,Std,2013-09-17 20:30:00,0.232
MAC001758,Std,2013-10-05 22:00:00,0.465
MAC001759,Std,2012-07-09 23:00:00,0.25
MAC001759,Std,2012-07-31 03:00:00,0.077
MAC001759,Std,2012-08-09 10:30:00,0.217
MAC001759,Std,2012-09-10 23:00:00,0.08
MAC001759,Std,2013-04-04 02:30:00,0.124
MAC001759,Std,2013-08-25 17:00:00,0.047
MAC001759,Std,2014-02-18 02:00:00,0.018
MAC001760,Std,2012-06-24 00:00:00,0.227
MAC001760,Std,2012-08-15 21:30:00,0.035
MAC001760,Std,2012-08-16 20:00:00,0.019
MAC001760,Std,2013-01-15 20:00:00,0.841
MAC001760,Std,2013-03-20 22:30:00,0.272
MAC001760,Std,2013-05-19 02:00:00,0.057
MAC001760,Std,2013-05-24 00:00:00,0.164
MAC001760,Std,2013-07-01 22:30:00,0.114
MAC001761,Std,2012-06-15 03:00:00,0.039
MAC001761,Std,2012-06-19 19:00:00,0.064
MAC001761,Std,2012-08-24 23:00:00,0.371
MAC001761,Std,2012-08-29 17:30:00,0.092
MAC001761,Std,2012-09-18 12:30:00,0.147
MAC001761,Std,2012-12-26 18:00:00,0.052
MAC001761,Std,2013-05-11 15:00:00,0.094
MAC001761,Std,2013-06-30 12:30:00,0.098
MAC001761,Std,2013-10-19 02:30:00,0.06
MAC001761,Std,2013-11-01 18:00:00,0.077
MAC001761,Std,2013-12-10 00:30:00,0.056
MAC001761,Std,2013-12-10 07:00:00,0.071
MAC001762,Std,2012-06-11 11:30:00,0.116
MAC001762,Std,2012-12-03 08:30:00,0.015
MAC001762,Std,2013-01-12 04:00:00,0.031
MAC001762,Std,2013-02-04 06:00:00,0.012
MAC001762,Std,2013-08-03 06:30:00,0.029
MAC001762,Std,2013-09-04 23:30:00,0.128
MAC001763,Std,2012-10-27 08:30:00,0.07
MAC001763,Std,2013-01-04 20:00:00,0.104
MAC001763,Std,2013-04-26 22:00:00,0.054
MAC001763,Std,2013-06-20 01:00:00,0.084
MAC001763,Std,2013-06-25 18:00:00,0.081
MAC001763,Std,2013-11-29 06:30:00,0.086
MAC001764,Std,2012-07-10 02:00:00,0.065
MAC001764,Std,2012-09-02 02:00:00,0.178
MAC001764,Std,2012-10-11 03:00:00,0.055
MAC001764,Std,2012-10-16 08:30:00,0.09
MAC001764,Std,2012-10-30 20:00:00,0.26
MAC001764,Std,2012-11-18 00:00:00,0.433
MAC001764,Std,2013-01-10 15:30:00,1.038
MAC001764,Std,2013-05-21 21:00:00,1.02
MAC001764,Std,2013-07-31 23:30:00,0.091
MAC001764,Std,2013-09-14 14:30:00,0.484
MAC001764,Std,2013-11-09 10:30:00,0.02
MAC001764,Std,2014-02-11 19:30:00,0.668
MAC001764,Std,2014-02-23 15:00:00,1.1289999
MAC001765,Std,2012-06-10 05:30:00,0.147
MAC001765,Std,2012-07-16 20:30:00,0.272
MAC001765,Std,2012-10-08 17:00:00,0.271
MAC001765,Std,2012-11-07 01:30:00,0.145
MAC001765,Std,2013-02-03 11:00:00,0.505
MAC001765,Std,2013-02-11 01:00:00,0.498
MAC001765,Std,2013-09-05 07:30:00,0.268
MAC001765,Std,2013-11-14 17:00:00,0.263
MAC001765,Std,2013-11-24 19:30:00,0.875
MAC001765,Std,2014-02-27 14:00:00,0.228
MAC001766,Std,2013-01-15 00:00:00,0.66
MAC001766,Std,2013-02-04 21:30:00,1.464
MAC001766,Std,2013-02-09 05:30:00,0.62
MAC001766,Std,2013-02-22 15:30:00,1.1900001
MAC001766,Std,2013-03-05 09:00:00,0.83
MAC001766,Std,2013-03-27 22:00:00,1.069
MAC001766,Std,2013-06-02 10:00:00,0.851
MAC001766,Std,2014-01-06 20:30:00,1.226
MAC001766,Std,2014-01-08 17:30:00,0.749
MAC001766,Std,2014-02-18 08:00:00,0.737
MAC001768,Std,2012-06-16 01:30:00,0.027
MAC001768,Std,2012-10-30 01:30:00,0.027
MAC001768,Std,2013-03-07 20:30:00,0.594
MAC001768,Std,2013-04-22 03:00:00,0.083
MAC001768,Std,2013-08-02 23:00:00,0.127
MAC001768,Std,2013-08-06 13:30:00,0.083
MAC001769,Std,2012-11-07 13:30:00,0.213
MAC001769,Std,2012-12-14 05:30:00,0.619
MAC001769,Std,2013-03-27 05:00:00,0.593
MAC001769,Std,2013-05-24 05:00:00,0.598
MAC001769,Std,2013-11-02 04:30:00,0.054
MAC001771,Std,2012-09-03 01:00:00,0.284
MAC001771,Std,2012-09-10 10:30:00,0.309
MAC001771,Std,2012-11-24 00:00:00,0.118
MAC001771,Std,2012-12-23 18:00:00,0.461
MAC001771,Std,2012-12-30 04:30:00,0.125
MAC001771,Std,2013-02-10 17:30:00,0.11
MAC001771,Std,2013-02-21 03:30:00,0.199
MAC001771,Std,2013-02-21 23:00:00,0.147
MAC001771,Std,2013-05-03 12:00:00,0.249
MAC001771,Std,2013-05-29 16:00:00,0.295
MAC001771,Std,2013-06-02 05:00:00,0.168
MAC001771,Std,2013-07-08 00:00:00,0.468
MAC001771,Std,2013-08-15 19:30:00,1.191
MAC001771,Std,2013-11-20 08:00:00,0.263
MAC001771,Std,2013-12-05 00:30:00,0.23
MAC001771,Std,2014-01-19 23:00:00,0.341
MAC001771,Std,2014-01-21 15:00:00,0.118
MAC001774,Std,2012-06-20 22:30:00,0.053
MAC001774,Std,2012-10-03 22:00:00,0.053
MAC001774,Std,2013-02-22 05:30:00,0.037
MAC001774,Std,2013-04-07 14:00:00,0.208
MAC001774,Std,2013-08-15 23:00:00,0.072
MAC001775,Std,2012-06-18 10:30:00,0.197
MAC001775,Std,2012-12-14 02:30:00,0.041
MAC001775,Std,2013-01-09 05:00:00,0.072
MAC001775,Std,2013-02-10 12:30:00,0.179
MAC001775,Std,2013-03-13 06:00:00,0.073
MAC001775,Std,2013-05-30 23:00:00,0.183
MAC001775,Std,2013-07-26 05:30:00,0.249
MAC001775,Std,2013-08-26 08:30:00,0.198
MAC001775,Std,2013-09-02 05:00:00,0.118
MAC001775,Std,2013-09-04 20:00:00,1.4579999
MAC001775,Std,2013-10-10 03:30:00,0.176
MAC001775,Std,2014-01-26 22:30:00,0.498
MAC001776,Std,2012-08-12 08:00:00,0.026
MAC001776,Std,2012-09-01 08:00:00,0.054
MAC001776,Std,2012-11-05 14:00:00,0.055
MAC001776,Std,2012-11-11 05:00:00,0.038
MAC001776,Std,2012-11-13 13:30:00,0.047
MAC001776,Std,2012-12-25 18:00:00,0.247
MAC001776,Std,2013-03-01 22:00:00,0.217
MAC001776,Std,2013-03-02 09:30:00,0.115
MAC001776,Std,2013-05-31 06:00:00,0.102
MAC001776,Std,2013-07-16 06:00:00,0.039
MAC001776,Std,2013-09-06 20:00:00,0.039
MAC001776,Std,2013-12-13 04:00:00,0.011
MAC001776,Std,2014-02-27 21:00:00,0.01
MAC001779,Std,2012-07-27 13:00:00,0.137
MAC001779,Std,2012-08-14 19:00:00,0.181
MAC001779,Std,2012-12-05 00:30:00,0.111
MAC001779,Std,2012-12-12 23:30:00,0.121
MAC001779,Std,2013-03-11 05:00:00,0.079
MAC001779,Std,2013-03-25 12:30:00,0.137
MAC001779,Std,2013-04-29 10:30:00,0.159
MAC001779,Std,2013-06-27 18:30:00,0.088
MAC001779,Std,2013-11-30 22:30:00,0.085
MAC001779,Std,2014-02-07 08:00:00,0.169
MAC001779,Std,2014-02-08 21:00:00,0.071
MAC001780,Std,2012-08-13 14:00:00,0.066
MAC001780,Std,2012-09-25 10:00:00,0.084
MAC001780,Std,2012-11-17 08:30:00,0.873
MAC001780,Std,2013-01-25 08:00:00,1.133
MAC001780,Std,2013-07-05 05:00:00,0.031
MAC001780,Std,2013-07-11 16:30:00,0.068
MAC001780,Std,2013-08-25 11:30:00,0.711
MAC001780,Std,2014-01-24 04:00:00,0.165
MAC001780,Std,2014-02-10 08:30:00,0.905
MAC001781,Std,2012-06-08 13:00:00,0.672
MAC001781,Std,2012-12-19 00:00:00,0.164
MAC001781,Std,2013-01-12 00:30:00,0.113
MAC001781,Std,2013-05-13 01:30:00,0.065
MAC001781,Std,2013-07-03 11:00:00,0.201
MAC001781,Std,2013-12-09 17:00:00,0.107
MAC001782,Std,2012-07-20 05:00:00,0.097
MAC001782,Std,2012-08-28 06:00:00,0.164
MAC001782,Std,2012-11-14 07:30:00,0.073
MAC001782,Std,2013-02-23 15:00:00,0.199
MAC001782,Std,2013-12-12 19:00:00,0.261
MAC001782,Std,2014-02-09 12:00:00,0.015
MAC001782,Std,2014-02-18 19:30:00,0.059
MAC001783,Std,2012-07-27 08:00:00,0.374
MAC001783,Std,2012-07-30 16:30:00,0.468
MAC001783,Std,2012-09-16 04:30:00,0.269
MAC001783,Std,2013-01-04 12:30:00,0.363
MAC001783,Std,2013-01-27 09:30:00,1.091
MAC001783,Std,2013-02-25 15:00:00,0.244
MAC001783,Std,2013-05-08 08:00:00,0.269
MAC001783,Std,2013-09-20 16:30:00,0.447
MAC001783,Std,2013-12-13 18:00:00,0.474
MAC001784,Std,2013-04-25 14:30:00,0.148
MAC001785,Std,2012-07-05 01:30:00,0.09
MAC001785,Std,2012-08-02 09:00:00,0.217
MAC001785,Std,2012-10-13 06:30:00,0.056
MAC001785,Std,2012-10-25 03:30:00,0.042
MAC001785,Std,2013-02-17 02:30:00,0.066
MAC001785,Std,2013-03-23 15:30:00,0.126
MAC001785,Std,2013-04-02 03:00:00,0.071
MAC001785,Std,2013-04-12 03:30:00,0.055
MAC001785,Std,2013-05-07 22:00:00,0.089
MAC001785,Std,2013-08-03 05:00:00,0.124
MAC001785,Std,2013-08-21 12:00:00,0.072
MAC001785,Std,2013-10-21 10:30:00,0.132
MAC001785,Std,2013-11-14 16:30:00,0.229
MAC001786,Std,2012-11-13 18:30:00,0.282
MAC001786,Std,2012-11-21 10:30:00,0.113
MAC001786,Std,2012-12-10 05:00:00,0.075
MAC001786,Std,2012-12-26 02:30:00,0.109
MAC001786,Std,2012-12-31 12:30:00,0.131
MAC001786,Std,2013-10-07 07:00:00,0.872
MAC001786,Std,2013-10-20 17:00:00,0.167
MAC001786,Std,2013-10-29 19:30:00,0.257
MAC001786,Std,2013-12-07 01:30:00,0.073
MAC001786,Std,2013-12-29 10:00:00,0.938
MAC001787,Std,2012-06-23 06:30:00,0.166
MAC001787,Std,2012-11-05 07:30:00,0.029
MAC001787,Std,2013-01-18 09:30:00,0.083
MAC001787,Std,2013-02-13 18:30:00,0.121
MAC001787,Std,2013-02-23 22:00:00,0.024
MAC001787,Std,2013-03-13 15:00:00,0.031
MAC001787,Std,2013-03-26 16:00:00,0.094
MAC001787,Std,2013-05-17 17:30:00,0.052
MAC001787,Std,2013-09-28 07:00:00,0.067
MAC001787,Std,2013-10-23 10:00:00,0.197
MAC001787,Std,2013-12-14 11:00:00,0.013
MAC001787,Std,2014-01-24 14:30:00,0.028
MAC001788,Std,2012-06-09 06:30:00,0.044
MAC001788,Std,2012-08-12 05:00:00,0.05
MAC001788,Std,2012-12-13 04:30:00,0.028
MAC001788,Std,2013-01-29 17:30:00,0.032
MAC001788,Std,2013-02-05 22:00:00,0.394
MAC001788,Std,2013-02-10 10:30:00,0.028
MAC001788,Std,2013-06-10 01:30:00,0.033
MAC001788,Std,2013-08-18 23:00:00,0.089
MAC001789,Std,2012-06-27 11:00:00,0.378
MAC001789,Std,2012-08-05 20:30:00,0.211
MAC001789,Std,2013-01-01 05:30:00,0.073
MAC001789,Std,2013-04-02 10:00:00,0.679
MAC001789,Std,2013-06-04 14:00:00,0.165
MAC001789,Std,2013-09-13 18:00:00,0.203
MAC001789,Std,2013-11-19 00:00:00,0.063
MAC001789,Std,2013-12-11 00:00:00,0.227
MAC001789,Std,2014-01-26 22:30:00,0.671
MAC001790,Std,2012-07-16 10:00:00,0.434
MAC001790,Std,2012-11-23 06:00:00,0.193
MAC001790,Std,2012-12-07 10:00:00,0.69
MAC001790,Std,2013-01-27 03:00:00,0.541
MAC001790,Std,2013-05-09 07:00:00,0.332
MAC001790,Std,2013-10-10 01:00:00,0.367
MAC001790,Std,2013-10-23 08:00:00,0.636
MAC001791,Std,2012-06-20 06:00:00,0.104
MAC001791,Std,2012-06-24 16:30:00,0.099
MAC001791,Std,2012-06-29 03:30:00,0.069
MAC001791,Std,2012-12-08 18:00:00,0.437
MAC001791,Std,2013-01-27 00:00:00,0.307
MAC001791,Std,2013-02-08 19:00:00,0.308
MAC001791,Std,2013-06-12 07:00:00,0.193
MAC001792,Std,2012-12-10 12:30:00,0.051
MAC001792,Std,2013-01-09 08:30:00,0.193
MAC001792,Std,2013-05-21 05:30:00,0.032
MAC001792,Std,2013-08-31 00:00:00,0.051
MAC001792,Std,2013-09-11 08:30:00,0.337
MAC001792,Std,2013-09-24 05:30:00,0.051
MAC001792,Std,2013-10-19 02:00:00,0.033
MAC001792,Std,2013-10-20 20:30:00,0.442
MAC001792,Std,2013-11-15 16:00:00,0.054
MAC001792,Std,2013-11-27 06:30:00,0.055
MAC001792,Std,2014-02-06 21:00:00,0.224
MAC001793,Std,2012-07-04 04:00:00,0.296
MAC001793,Std,2012-12-03 20:00:00,0.336
MAC001793,Std,2012-12-24 16:30:00,0.19
MAC001793,Std,2013-01-20 01:30:00,0.532
MAC001793,Std,2013-03-26 19:30:00,0.669
MAC001793,Std,2013-05-26 12:30:00,0.852
MAC001793,Std,2013-12-10 10:00:00,0.838
MAC001794,Std,2012-08-28 05:30:00,0.608
MAC001794,Std,2013-02-08 00:30:00,0.171
MAC001794,Std,2013-02-18 17:30:00,0.197
MAC001794,Std,2013-06-02 01:00:00,0.269
MAC001794,Std,2013-07-15 14:30:00,0.217
MAC001794,Std,2013-07-25 15:00:00,0.184
MAC001794,Std,2013-09-30 03:00:00,0.168
MAC001795,Std,2012-07-10 00:30:00,0.06
MAC001795,Std,2012-07-26 11:00:00,0.053
MAC001795,Std,2012-08-01 09:30:00,0.093
MAC001795,Std,2012-08-31 12:30:00,0.033
MAC001795,Std,2012-11-29 04:30:00,0.092
MAC001795,Std,2012-12-11 20:00:00,0.144
MAC001795,Std,2013-01-22 13:00:00,0.073
MAC001795,Std,2013-03-30 16:30:00,0.029
MAC001795,Std,2013-10-07 01:00:00,0.093
MAC001795,Std,2013-12-11 13:00:00,0.077
MAC001795,Std,2014-01-05 03:00:00,0.018
MAC001795,Std,2014-01-27 07:30:00,0.067
MAC001795,Std,2014-01-27 17:00:00,0.272
MAC001795,Std,2014-02-16 05:30:00,0.022
MAC001796,Std,2012-06-21 14:30:00,0.107
MAC001796,Std,2012-07-02 02:00:00,0.127
MAC001796,Std,2012-11-05 23:00:00,0.258
MAC001796,Std,2012-11-16 08:30:00,0.083
MAC001796,Std,2012-12-02 23:00:00,0.208
MAC001796,Std,2013-03-01 00:00:00,0.101
MAC001796,Std,2013-03-06 22:30:00,0.227
MAC001796,Std,2013-06-06 01:00:00,0.109
MAC001796,Std,2013-06-30 09:00:00,0.321
MAC001797,Std,2012-07-28 21:30:00,0.15
MAC001797,Std,2012-12-21 05:30:00,0.069
MAC001797,Std,2013-01-28 17:30:00,0.117
MAC001797,Std,2013-02-28 16:00:00,0.142
MAC001797,Std,2013-10-30 10:30:00,0.075
MAC001798,Std,2012-06-23 17:30:00,0.066
MAC001798,Std,2012-06-25 12:30:00,0.085
MAC001798,Std,2012-07-27 06:00:00,0.053
MAC001798,Std,2012-08-08 17:30:00,0.04
MAC001798,Std,2012-08-19 20:30:00,0.11
MAC001798,Std,2012-10-08 15:00:00,0.109
MAC001798,Std,2012-10-20 23:00:00,0.086
MAC001798,Std,2012-11-07 01:30:00,0.055
MAC001798,Std,2012-12-15 10:30:00,0.018
MAC001798,Std,2013-02-10 15:30:00,0.01
MAC001798,Std,2013-04-12 03:30:00,0.013
MAC001798,Std,2013-04-21 23:30:00,0.097
MAC001798,Std,2013-09-01 00:00:00,0.098
MAC001798,Std,2013-12-19 03:00:00,0.052
MAC001798,Std,2014-01-11 12:00:00,0.03
MAC001798,Std,2014-02-16 05:30:00,0.012
MAC001799,Std,2012-08-24 07:00:00,0.235
MAC001799,Std,2012-08-26 12:00:00,0.167
MAC001799,Std,2013-04-22 15:30:00,0.027
MAC001800,Std,2012-08-04 17:00:00,0.371
MAC001800,Std,2012-09-22 04:30:00,0.137
MAC001800,Std,2013-01-11 10:00:00,0.191
MAC001800,Std,2013-01-16 17:00:00,0.277
MAC001800,Std,2013-02-12 02:30:00,0.118
MAC001800,Std,2013-03-15 04:00:00,0.144
MAC001800,Std,2013-03-31 23:30:00,0.495
MAC001800,Std,2013-07-24 06:00:00,0.073
MAC001800,Std,2013-08-21 15:00:00,0.118
MAC001800,Std,2014-01-02 01:00:00,0.078
MAC001800,Std,2014-01-10 05:00:00,0.056
MAC001800,Std,2014-01-21 14:00:00,0.115
MAC001800,Std,2014-02-02 12:00:00,0.088
MAC001801,Std,2012-10-16 02:00:00,0.045
MAC001801,Std,2012-11-11 21:30:00,0.044
MAC001801,Std,2012-11-27 07:30:00,0.044
MAC001801,Std,2012-11-27 19:00:00,0.176
MAC001801,Std,2012-12-31 16:30:00,0.102
MAC001801,Std,2013-02-27 20:30:00,0.028
MAC001801,Std,2013-07-03 06:30:00,0.114
MAC001801,Std,2013-08-22 15:30:00,0.007
MAC001801,Std,2014-01-10 07:30:00,0.006
MAC001801,Std,2014-02-08 05:00:00,0.044
MAC001802,Std,2012-08-26 05:00:00,0.268
MAC001802,Std,2013-01-14 16:30:00,0.391
MAC001802,Std,2013-02-26 14:00:00,0.177
MAC001802,Std,2013-04-03 17:00:00,1.147
MAC001802,Std,2013-04-29 10:00:00,0.104
MAC001802,Std,2013-07-25 10:30:00,0.947
MAC001802,Std,2013-07-29 21:30:00,0.466
MAC001802,Std,2013-10-22 15:30:00,0.351
MAC001803,Std,2012-09-24 23:30:00,0.005
MAC001803,Std,2013-03-21 17:30:00,0.034
MAC001803,Std,2013-06-26 20:00:00,0.033
MAC001803,Std,2013-12-15 23:00:00,0.01
MAC001804,Std,2012-10-13 15:30:00,0.062
MAC001804,Std,2012-12-08 02:00:00,0.061
MAC001804,Std,2013-03-04 16:30:00,0.165
MAC001804,Std,2013-08-02 17:00:00,0.107
MAC001804,Std,2013-09-24 04:00:00,0.018
MAC001804,Std,2013-11-07 07:00:00,0.017
MAC001804,Std,2013-12-30 14:30:00,0.06
MAC001804,Std,2014-01-17 22:00:00,0.077
MAC001805,Std,2012-08-24 00:30:00,0.36
MAC001805,Std,2012-10-29 12:00:00,0.133
MAC001805,Std,2013-01-05 10:00:00,0.173
MAC001805,Std,2013-02-19 06:30:00,0.18
MAC001805,Std,2013-08-08 15:00:00,0.106
MAC001805,Std,2014-01-20 22:00:00,1.152
MAC001807,Std,2012-07-10 09:30:00,0.168
MAC001807,Std,2013-02-14 11:00:00,0.092
MAC001807,Std,2013-05-02 04:00:00,0.072
MAC001807,Std,2013-05-04 22:00:00,0.037
MAC001807,Std,2013-05-06 23:30:00,0.03
MAC001807,Std,2013-06-15 17:00:00,0.089
MAC001807,Std,2013-07-17 19:30:00,0.088
MAC001807,Std,2013-09-03 04:30:00,0.139
MAC001807,Std,2013-10-27 08:30:00,0.073
MAC001807,Std,2013-12-22 09:30:00,0.117
MAC001807,Std,2014-02-26 03:30:00,0.021
MAC001808,Std,2012-08-27 12:30:00,0.017
MAC001808,Std,2012-10-24 05:30:00,0.092
MAC001808,Std,2012-11-04 03:00:00,0.03
MAC001808,Std,2013-01-22 04:30:00,0.016
MAC001808,Std,2013-03-20 19:30:00,0.094
MAC001808,Std,2013-03-22 19:30:00,0.059
MAC001808,Std,2013-04-13 07:00:00,0.023
MAC001808,Std,2013-10-03 06:30:00,0.144
MAC001809,Std,2012-08-10 02:00:00,0.012
MAC001809,Std,2012-10-04 16:30:00,0.011
MAC001809,Std,2013-01-23 19:00:00,0.715
MAC001809,Std,2013-03-15 10:30:00,2.4319999
MAC001809,Std,2013-05-07 02:00:00,0.075
MAC001809,Std,2013-06-14 03:00:00,0.014
MAC001809,Std,2013-09-26 00:30:00,0.081
MAC001809,Std,2013-10-09 22:30:00,1.954
MAC001809,Std,2013-11-28 03:00:00,0.518
MAC001809,Std,2014-01-13 03:00:00,0.596
MAC001809,Std,2014-02-09 19:30:00,1.125
MAC001809,Std,2014-02-20 12:00:00,1.135
MAC001810,Std,2012-08-08 17:00:00,0.086
MAC001810,Std,2012-08-20 21:00:00,0.354
MAC001810,Std,2012-12-18 00:30:00,0.047
MAC001810,Std,2013-01-10 07:00:00,0.035
MAC001810,Std,2013-02-23 08:30:00,0.149
MAC001810,Std,2014-02-10 07:30:00,0.088
MAC001811,Std,2012-07-13 06:00:00,0.218
MAC001811,Std,2012-11-02 00:00:00,0.071
MAC001811,Std,2012-12-31 09:00:00,0.603
MAC001811,Std,2013-03-09 20:30:00,0.095
MAC001811,Std,2013-04-02 04:30:00,0.584
MAC001811,Std,2013-07-01 12:00:00,0.057
MAC001811,Std,2013-07-06 01:30:00,0.209
MAC001811,Std,2013-10-26 14:30:00,0.064
MAC001811,Std,2013-12-02 12:00:00,0.0
MAC001811,Std,2013-12-13 10:00:00,0.696
MAC001812,Std,2012-09-01 18:30:00,0.022
MAC001812,Std,2012-10-16 05:30:00,0.04
MAC001812,Std,2013-01-20 06:00:00,0.016
MAC001812,Std,2013-08-24 08:00:00,0.035
MAC001812,Std,2013-12-04 13:30:00,0.031
MAC001812,Std,2013-12-21 10:00:00,0.086
MAC001812,Std,2014-01-24 00:30:00,0.035
MAC001812,Std,2014-02-23 18:30:00,0.277
MAC001813,Std,2013-01-06 06:00:00,0.092
MAC001813,Std,2013-05-09 20:30:00,0.414
MAC001813,Std,2014-01-04 11:00:00,0.912
MAC001815,Std,2012-08-06 17:00:00,0.096
MAC001815,Std,2012-12-29 10:00:00,0.134
MAC001815,Std,2013-01-29 05:30:00,0.026
MAC001815,Std,2013-03-29 07:00:00,0.011
MAC001815,Std,2013-07-30 22:30:00,0.062
MAC001815,Std,2013-10-03 18:30:00,0.208
MAC001816,Std,2012-06-10 17:30:00,0.363
MAC001816,Std,2012-07-27 16:30:00,0.115
MAC001816,Std,2012-08-28 11:00:00,0.084
MAC001816,Std,2013-05-11 09:00:00,0.053
MAC001816,Std,2013-11-02 02:30:00,0.05
MAC001816,Std,2013-12-26 02:30:00,0.037
MAC001817,Std,2012-06-19 06:00:00,0.051
MAC001817,Std,2012-10-28 09:30:00,0.225
MAC001817,Std,2012-11-28 15:00:00,0.079
MAC001817,Std,2013-02-16 09:30:00,0.027
MAC001817,Std,2013-04-20 12:30:00,0.102
MAC001817,Std,2013-04-21 04:30:00,0.067
MAC001817,Std,2013-06-28 03:00:00,0.06
MAC001817,Std,2013-07-21 03:00:00,0.067
MAC001817,Std,2013-08-25 07:00:00,0.034
MAC001817,Std,2013-10-02 13:30:00,0.062
MAC001817,Std,2013-10-28 21:00:00,0.174
MAC001817,Std,2013-11-05 14:00:00,0.182
MAC001817,Std,2013-12-15 21:00:00,0.131
MAC001817,Std,2014-02-07 23:00:00,0.127
MAC001818,Std,2012-07-16 20:30:00,0.316
MAC001818,Std,2012-10-26 16:30:00,0.321
MAC001818,Std,2012-10-28 07:00:00,0.072
MAC001818,Std,2012-11-06 10:30:00,0.71
MAC001818,Std,2012-12-04 03:30:00,0.107
MAC001818,Std,2013-02-11 07:00:00,0.19
MAC001818,Std,2013-03-06 21:00:00,0.354
MAC001818,Std,2013-03-12 01:00:00,0.117
MAC001818,Std,2013-04-02 00:00:00,0.119
MAC001818,Std,2013-08-08 04:30:00,0.082
MAC001818,Std,2013-11-11 00:00:00,0.103
MAC001818,Std,2013-11-27 07:30:00,0.085
MAC001818,Std,2013-12-19 08:30:00,0.404
